LAKE_HISTORY_ID,LOCATION_HISTORY_ID,MUNICIPALITY,DEC_REGION,DEC_REGION,LOCATION_PWL_ID,LOCATION_NAME,LOCATION_TYPE,LOCATION_X_COORDINATE,LOCATION_Y_COORDINATE,LOCATION_HORIZONTAL_METHOD,LOCATION_HORIZONTAL_DATUM,LOCATION_WATERBODY_CLASSIFICATION,MAJOR_BASIN_ID,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,EPA_REGION,L3_KEY,L2_KEY,L1_KEY
1104GOO0672A,1104GOO0672A_C,Newcomb,5,Essex,1104-0293,GOODNOW FLOWAGE CENTROID,CENTROID,-74.215897,43.917999,INTERPOLATION-OTHER,NAD83,C(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104GRE0127,1104GRE0127_C,Day,5,Saratoga,1104-0024,GREAT SACANDAGA LAKE CENTROID,CENTROID,-73.960503,43.291302,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104HAR0189,1104HAR0189_C,Stony Creek,5,Warren,1104-0140,HARRISBURG LAKE CENTROID,CENTROID,-74.079598,43.407799,INTERPOLATION-OTHER,NAD83,B(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104HAR0680,1104HAR0680_C,Newcomb,5,Essex,1104-0294,HARRIS LAKE CENTROID,CENTROID,-74.141899,43.9744,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104HEN0715,1104HEN0715_C,Newcomb,5,Essex,1104-0312,HENDERSON LAKE CENTROID,CENTROID,-74.066704,44.092098,INTERPOLATION-OTHER,NAD83,AA(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104HUN0131,1104HUN0131_C,Corinth,5,Saratoga,1104-0105,HUNT LAKE CENTROID,CENTROID,-73.904999,43.2598,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104IND0597,1104IND0597_C,Indian Lake,5,Hamilton,1104-0021,INDIAN LAKE CENTROID,CENTROID,-74.329903,43.685699,INTERPOLATION-OTHER,NAD83,AA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104IRE0136A,1104IRE0136A_C,Providence,5,Saratoga,1104-0114,IRELAND VLY CENTROID,CENTROID,-74.019402,43.149898,INTERPOLATION-OTHER,NAD83,AA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104JAC0151,1104JAC0151_C,Mayfield,5,Fulton,1104-0125,JACKSON SUMMIT RESERVOIR CENTROID,CENTROID,-74.283798,43.143002,INTERPOLATION-OTHER,NAD83,A,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104JEN0130,1104JEN0130_C,Corinth,5,Saratoga,1104-0105,JENNY LAKE CENTROID,CENTROID,-73.912804,43.2673,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104JOH0434,1104JOH0434_C,North Hudson,5,Essex,1104-0233,JOHNSON POND CENTROID,CENTROID,-73.691498,43.933399,INTERPOLATION-OTHER,NAD83,C,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104KEN0258,1104KEN0258_C,Arietta,5,Hamilton,1104-0162,KENNELS POND CENTROID,CENTROID,-74.572502,43.3093,INTERPOLATION-OTHER,NAD83,NA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104LEN0332,1104LEN0332_C,Stony Creek,5,Warren,1104-0187,LENS LAKE CENTROID,CENTROID,-74.013702,43.3969,INTERPOLATION-OTHER,NAD83,C(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104LEW0597A,1104LEW0597A_C,Lake Pleasant,5,Hamilton,1104-0061,LEWEY LAKE CENTROID,CENTROID,-74.398697,43.639099,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104LIV0212,1104LIV0212_C,Day,5,Saratoga,1104-0150,LIVINGSTON LAKE CENTROID,CENTROID,-74.039902,43.373402,INTERPOLATION-OTHER,NAD83,C,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104LOO0367,1104LOO0367_C,Chester,5,Warren,1104-0031,LOON LAKE CENTROID,CENTROID,-73.860298,43.680199,INTERPOLATION-OTHER,NAD83,AA-S,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104LUZ0318,1104LUZ0318_C,Lake Luzerne,5,Warren,1104-0075,LAKE LUZERNE CENTROID,CENTROID,-73.832604,43.3228,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104MAS0613,1104MAS0613_C,Lake Pleasant,5,Hamilton,1104-0275,MASON LAKE CENTROID,CENTROID,-74.421204,43.597,INTERPOLATION-OTHER,NAD83,NA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104MIN0381B,1104MIN0381B_C,Minerva,5,Essex,1104-0043,MINERVA LAKE CENTROID,CENTROID,-73.973999,43.793301,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104OXB0252,1104OXB0252_C,Lake Pleasant,5,Hamilton,1104-0049,OXBOW LAKE CENTROID,CENTROID,-74.481399,43.442402,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104PAR0432,1104PAR0432_C,Schroon,5,Essex,1104-0232,PARADOX LAKE CENTROID,CENTROID,-73.711098,43.882999,INTERPOLATION-OTHER,NAD83,AA(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104PIS0234,1104PIS0234_C,Arietta,5,Hamilton,1104-0047,PISECO LAKE CENTROID,CENTROID,-74.546204,43.4118,INTERPOLATION-OTHER,NAD83,A(TS),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104PLE0313,1104PLE0313_C,Lake Pleasant,5,Hamilton,1104-0051,LAKE PLEASANT CENTROID,CENTROID,-74.3638,43.487202,INTERPOLATION-OTHER,NAD83,AA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104RIC0152D,1104RIC0152D_C,Johnstown,5,Fulton,1104-0127,RICE RESERVOIR CENTROID,CENTROID,-74.338303,43.094002,INTERPOLATION-OTHER,NAD83,A,11,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1104ROC0424,1104ROC0424_C,Ticonderoga,5,Essex,1104-0230,ROCK POND CENTROID,CENTROID,-73.596703,43.849499,INTERPOLATION-OTHER,NAD83,NA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104ROC0637,1104ROC0637_C,Indian Lake,5,Hamilton,1104-0284,ROCK LAKE CENTROID,CENTROID,-74.333,43.8288,INTERPOLATION-OTHER,NAD83,NA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104ROC0645,1104ROC0645_C,Indian Lake,5,Hamilton,1104-0285,ROCK POND CENTROID,CENTROID,-74.4385,43.845299,INTERPOLATION-OTHER,NAD83,C,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104SAC0314,1104SAC0314_C,Lake Pleasant,5,Hamilton,1104-0050,SACANDAGA LAKE CENTROID,CENTROID,-74.4217,43.480598,INTERPOLATION-OTHER,NAD83,AA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104SAN0225,1104SAN0225_C,Arietta,5,Hamilton,1104-0015,SAND LAKE CENTROID,CENTROID,-74.574097,43.354999,INTERPOLATION-OTHER,NAD83,NA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104SAN0710,1104SAN0710_C,Newcomb,5,Essex,NA,SANDFORD LAKE CENTROID,CENTROID,-74.060097,44.062302,INTERPOLATION-OTHER,NAD83,NA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104SCH0374,1104SCH0374_C,Schroon,5,Essex,1104-0002,SCHROON LAKE CENTROID,CENTROID,-73.778,43.774799,INTERPOLATION-OTHER,NAD83,A,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104STE0126A,1104STE0126A_C,Hadley,5,Saratoga,1104-0026,STEWARTS BRIDGE RESERVOIR CENTROID,CENTROID,-73.903801,43.3064,INTERPOLATION-OTHER,NAD83,C,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104STE0135,1104STE0135_C,Providence,5,Saratoga,1104-0111,STEELE RESERVOIR CENTROID,CENTROID,-74.054901,43.157299,INTERPOLATION-OTHER,NAD83,AA,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104THI0540,1104THI0540_C,Johnsburg,5,Warren,1104-0260,THIRTEENTH LAKE CENTROID,CENTROID,-74.127098,43.703899,INTERPOLATION-OTHER,NAD83,A(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104THI0626A,1104THI0626A_C,Minerva,5,Essex,1104-0280,THIRD LAKE ESSEX CHAIN CENTROID,CENTROID,-74.251602,43.876099,INTERPOLATION-OTHER,NAD83,C(T),11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104WAK0666,1104WAK0666_C,Lake Pleasant,5,Hamilton,1104-0003,WAKELY POND CENTROID,CENTROID,-74.467697,43.739601,INTERPOLATION-OTHER,NAD83,C,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1104WHI0603,1104WHI0603_C,Lake Pleasant,5,Hamilton,1104-0274,WHITAKER LAKE CENTROID,CENTROID,-74.373901,43.567699,INTERPOLATION-OTHER,NAD83,B,11,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201ANN0496,1201ANN0496_C,Colonie,4,Albany,1201-0096,ANN LEE POND CENTROID,CENTROID,-73.813003,42.7379,INTERPOLATION-OTHER,NAD83,C,12,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201CAN0717,1201CAN0717_C,Caroga,5,Fulton,1201-0050,CANADA LAKE CENTROID,CENTROID,-74.529297,43.165402,INTERPOLATION-OTHER,NAD83,B(T),12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201COL0519,1201COL0519_C,Glenville,4,Schenectady,1201-0077,COLLINS LAKE CENTROID,CENTROID,-73.953796,42.825802,INTERPOLATION-OTHER,NAD83,B,12,59,Northeastern Coastal Zone,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,1,59  Northeastern Coastal Zone,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201COR0664,1201COR0664_C,Johnstown,5,Fulton,1201-0120,CORK CENTER RESERVOIR CENTROID,CENTROID,-74.4646,43.041401,INTERPOLATION-OTHER,NAD83,AA(T),12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201ECA0697,1201ECA0697_C,Caroga,5,Fulton,1201-0046,EAST CAROGA LAKE CENTROID,CENTROID,-74.480003,43.1278,INTERPOLATION-OTHER,NAD83,B,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201ECA0703A,1201ECA0703A_C,Manheim,6,Herkimer,1201-0150,EAST CANADA LAKE CENTROID,CENTROID,-74.746399,43.0331,INTERPOLATION-OTHER,NAD83,C(T),12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201EST0723,1201EST0723_C,Arietta,5,Hamilton,1201-0169,EAST STONER LAKE CENTROID,CENTROID,-74.512802,43.233799,INTERPOLATION-OTHER,NAD83,NA,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201FEA0571,1201FEA0571_C,Duanesburg,4,Schenectady,1201-0114,FEATHERSTONHAUGH LAKE CENTROID,CENTROID,-74.116302,42.813999,INTERPOLATION-OTHER,NAD83,C,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201GAL0563,1201GAL0563_C,Galway,5,Saratoga,1201-0110,GALWAY LAKE CENTROID,CENTROID,-74.074501,43.030701,INTERPOLATION-OTHER,NAD83,B,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201HIN0690A,1201HIN0690A_C,Johnstown,5,Fulton,1201-0141,HINES POND CENTROID,CENTROID,-74.352501,43.109402,INTERPOLATION-OTHER,NAD83,C,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201IRV0732,1201IRV0732_C,Caroga,5,Fulton,1201-0230,IRVING POND CENTROID,CENTROID,-74.470703,43.166,INTERPOLATION-OTHER,NAD83,B,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201KLO0708,1201KLO0708_C,Salisbury,6,Herkimer,1201-0160,KLONDIKE RESERVOIR CENTROID,CENTROID,-74.787102,43.232899,INTERPOLATION-OTHER,NAD83,C,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201KYS0704A,1201KYS0704A_C,Oppenheim,5,Fulton,1201-0151,KYSER LAKE CENTROID,CENTROID,-74.7705,43.068199,INTERPOLATION-OTHER,NAD83,B,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201MAR0570,1201MAR0570_C,Princetown,4,Schenectady,1201-0113,MARIAVILLE LAKE CSLAP SITE 2,CENTROID,-74.1119,42.833698,INTERPOLATION-OTHER,NAD83,B,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201MIRXXX1,1201MIRXXX1_C,Herkimer,6,Herkimer,1201-0196,MIRROR LAKE CENTROID,CENTROID,-74.992654,43.039458,INTERPOLATION-OTHER,NAD83,C,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201PEC0686,1201PEC0686_C,Bleecker,5,Fulton,1201-0016,PECK LAKE CENTROID,CENTROID,-74.4133,43.110599,INTERPOLATION-OTHER,NAD83,C,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201PIN0724,1201PIN0724_C,Caroga,5,Fulton,1201-0170,PINE LAKE CENTROID,CENTROID,-74.512703,43.1973,INTERPOLATION-OTHER,NAD83,B,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201PLE0745,1201PLE0745_C,Stratford,5,Fulton,1201-0175,PLEASANT LAKE CENTROID,CENTROID,-74.5998,43.1884,INTERPOLATION-OTHER,NAD83,B,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201ROC0685A,1201ROC0685A_C,Ephratah,5,Fulton,1201-0133,ROCKWOOD LAKE CENTROID,CENTROID,-74.503197,43.0653,INTERPOLATION-OTHER,NAD83,C,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201SPE0760,1201SPE0760_C,Stratford,5,Fulton,1201-0181,SPECTACLE LAKE CENTROID,CENTROID,-74.578903,43.238201,INTERPOLATION-OTHER,NAD83,NA,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201STEXXX1,1201STEXXX1_C,Floyd,6,Oneida,NA,Stearns Pond #1 Centroid,CENTROID,-75.35664,43.20864,INTERPOLATION,NAD83,NA,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201STO0721,1201STO0721_C,Caroga,5,Fulton,1201-0169,STONER LAKE CENTROID,CENTROID,-74.518204,43.226799,INTERPOLATION-OTHER,NAD83,NA,12,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
1201UWB0706,1201UWB0706_C,Salisbury,6,Herkimer,1201-0161,UNNAMED WATER CENTROID,CENTROID,-74.857696,43.145599,INTERPOLATION-OTHER,NAD83,AA,12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
1201UWB0940A,1201UWB0940A_C,German Flatts,6,Herkimer,1201-0198,UNNAMED WATER CENTROID,CENTROID,-75.028603,42.986099,INTERPOLATION-OTHER,NAD83,A(T),12,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
