LAKE_HISTORY_ID,LOCATION_HISTORY_ID,MUNICIPALITY,DEC_REGION,DEC_REGION,LOCATION_PWL_ID,LOCATION_NAME,LOCATION_TYPE,LOCATION_X_COORDINATE,LOCATION_Y_COORDINATE,LOCATION_HORIZONTAL_METHOD,LOCATION_HORIZONTAL_DATUM,LOCATION_WATERBODY_CLASSIFICATION,MAJOR_BASIN_ID,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,EPA_REGION,L3_KEY,L2_KEY,L1_KEY
0705DUC0222,0705DUC0222_C,Conquest,7,Cayuga,0704-0025,DUCK LAKE CENTROID,CENTROID,-76.689796,43.1469,INTERPOLATION-OTHER,NAD83,C,7,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0705KEU0388,0705KEU0388_C,Wayne,8,Steuben,0705-0003,KEUKA LAKE CENTROID,CENTROID,-77.139504,42.493401,INTERPOLATION-OTHER,NAD83,AA(TS),7,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0705SEN0369,0705SEN0369_C,Ovid,8,Seneca,0705-0021,SENECA LAKE CENTROID,CENTROID,-76.896473,42.669266,INTERPOLATION-OTHER,NAD83,AA(TS),7,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0705VAN0366A,0705VAN0366A_C,Seneca Falls,8,Seneca,0705-0072,VAN CLEEF LAKE CENTROID,CENTROID,-76.791298,42.913101,INTERPOLATION-OTHER,NAD83,C,7,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0706OWA0212,0706OWA0212_C,Fleming,7,Cayuga,0706-0009,CENTROID,CENTROID,-76.528198,42.873798,INTERPOLATION-OTHER,NAD83,AA(T),7,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0707SKA0193,0707SKA0193_C,Spafford,7,Onondaga,0707-0004,SKANEATELES LAKE CENTROID,CENTROID,-76.350304,42.8451,INTERPOLATION-OTHER,NAD83,AA,7,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,60  Northern Allegheny Plateau,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0801BEL0423,0801BEL0423_C,Croghan,6,Lewis,NA,BELFORT POND CENTROID,CENTROID,-75.329803,43.926998,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801BRA0689,0801BRA0689_C,Greig,6,Lewis,0801-0176,BRANTINGHAM LAKE CENTROID,CENTROID,-75.278397,43.693699,INTERPOLATION-OTHER,NAD83,A,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801BUG0789,0801BUG0789_C,Inlet,5,Hamilton,0801-0377,BUG LAKE CENTROID,CENTROID,-74.729698,43.768799,INTERPOLATION-OTHER,NAD83,AA(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801CHI0776,0801CHI0776_C,Webb,6,Herkimer,0801-0033,BIG CHIEF POND CENTROID,CENTROID,-74.829201,43.8302,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801COP0710,0801COP0710_C,Greig,6,Lewis,0801-0350,COPPER LAKE CENTROID,CENTROID,-75.142998,43.6637,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801CRY0595,0801CRY0595_C,Watson,6,Lewis,0801-0316,CRYSTAL LAKE CENTROID,CENTROID,-75.275703,43.838501,INTERPOLATION-OTHER,NAD83,C,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801DAR0750,0801DAR0750_C,Webb,6,Herkimer,0801-0242,DART LAKE CENTROID,CENTROID,-74.862701,43.796001,INTERPOLATION-OTHER,NAD83,A,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801EFF0426,0801EFF0426_C,Croghan,6,Lewis,0801-0172,EFFLEY FALLS POND CENTROID,CENTROID,-75.269203,43.925598,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801EIG0790,0801EIG0790_C,Inlet,5,Hamilton,0801-0378,EIGHTH LAKE CENTROID,CENTROID,-74.7024,43.778999,INTERPOLATION-OTHER,NAD83,A(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801ELM0425,0801ELM0425_C,Croghan,6,Lewis,0801-0276,ELMER FALLS POND CENTROID,CENTROID,-75.283897,43.923901,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801FIF0786,0801FIF0786_C,Inlet,5,Hamilton,NA,FIFTH LAKE CENTROID,CENTROID,-74.792,43.748001,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801FIS0614,0801FIS0614_C,Watson,6,Lewis,0801-0323,FISH POND CENTROID,CENTROID,-75.259499,43.7784,INTERPOLATION-OTHER,NAD83,C,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801FOU0782D,0801FOU0782D_C,Webb,6,Herkimer,0801-0373,FOURTH LAKE CENTROID,CENTROID,-74.8181,43.758999,INTERPOLATION-OTHER,NAD83,A,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801GUL0969,0801GUL0969_C,Ohio,6,Herkimer,0801-0434,GULL LAKE CENTROID,CENTROID,-75.058899,43.5518,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801HIG0418,0801HIG0418_C,Croghan,6,Lewis,0801-0274,HIGH FALLS POND CENTROID,CENTROID,-75.369102,43.928001,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801IND0647,0801IND0647_C,Webb,6,Herkimer,0801-0327,INDEPENDENCE LAKE CENTROID,CENTROID,-74.978203,43.772701,INTERPOLATION-OTHER,NAD83,AA(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801KAY0984A,0801KAY0984A_C,Forestport,6,Oneida,0801-0204,KAYUTA LAKE CENTROID,CENTROID,-75.173897,43.3997,INTERPOLATION-OTHER,NAD83,C(T),8,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0801LIL0541,0801LIL0541_C,Long Lake,5,Hamilton,0801-0295,LAKE LILA CENTROID,CENTROID,-74.763,44.002998,INTERPOLATION-OTHER,NAD83,C,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801LIM0826,0801LIM0826_C,Inlet,5,Hamilton,0801-0388,LIMEKILN LAKE CENTROID,CENTROID,-74.799499,43.712601,INTERPOLATION-OTHER,NAD83,A(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801LON0610,0801LON0610_C,Watson,6,Lewis,0801-0323,LONG LAKE CENTROID,CENTROID,-75.268204,43.779201,INTERPOLATION-OTHER,NAD83,C,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801MEI0420,0801MEI0420_C,Croghan,6,Lewis,0801-0286,MEISTER POND CENTROID,CENTROID,-75.247398,43.9566,INTERPOLATION-OTHER,NAD83,C,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801NIC0804,0801NIC0804_C,Webb,6,Herkimer,0801-0379,NICKS LAKE CENTROID,CENTROID,-74.992599,43.673599,INTERPOLATION-OTHER,NAD83,A(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801OTT0926,0801OTT0926_C,Forestport,6,Oneida,0801-0205,OTTER LAKE CENTROID,CENTROID,-75.114601,43.592098,INTERPOLATION-OTHER,NAD83,A,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801PLE0395,0801PLE0395_C,Champion,6,Jefferson,0801-0260,PLEASANT LAKE CENTROID,CENTROID,-75.693298,43.939602,INTERPOLATION-OTHER,NAD83,A,8,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0801ROU0907,0801ROU0907_C,Forestport,6,Oneida,0801-0407,ROUND POND CENTROID,CENTROID,-75.142502,43.597401,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801ROU5512,0801ROU5512_C,Webb,6,Herkimer,NA,ROUND POND CENTROID,CENTROID,-74.972298,43.738201,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801SAN0436,0801SAN0436_C,Watson,6,Lewis,0801-0055,SAND POND CENTROID,CENTROID,-75.160004,43.9492,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801SEC0782B,0801SEC0782B_C,Webb,6,Herkimer,0801-0373,SECOND LAKE CENTROID,CENTROID,-74.911598,43.721199,INTERPOLATION-OTHER,NAD83,A,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801SEV0787A,0801SEV0787A_C,Inlet,5,Hamilton,0801-0376,SEVENTH LAKE CENTROID,CENTROID,-74.7519,43.746201,INTERPOLATION-OTHER,NAD83,A(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801SIX0787,0801SIX0787_C,Inlet,5,Hamilton,0801-0376,SIXTH LAKE CENTROID,CENTROID,-74.773201,43.747601,INTERPOLATION-OTHER,NAD83,A(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801SOF0434,0801SOF0434_C,Watson,6,Lewis,0801-0173,SOFT MAPLE RESERVOIR CENTROID,CENTROID,-75.219299,43.913898,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801STI0493,0801STI0493_C,Webb,6,Herkimer,0801-0281,STILLWATER RESERVOIR CENTROID,CENTROID,-74.9543,43.912701,INTERPOLATION-OTHER,NAD83,C(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801UWB0599,0801UWB0599_C,Watson,6,Lewis,NA,LITTLE PARSONS POND CENTROID,CENTROID,-75.294601,43.759499,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801UWB0692,0801UWB0692_C,Greig,6,Lewis,NA,LONG LAKE CENTROID,CENTROID,-75.2827,43.694,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801UWB0782,0801UWB0782_C,Webb,6,Herkimer,0801-0373,Third Lake Centroid,CENTROID,-74.92796,43.71018,INTERPOLATION,NAD83,A,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801UWB5460,0801UWB5460_C,Leyden,6,Lewis,NA,EAST RD POND CENTROID,CENTROID,-75.350304,43.5513,INTERPOLATION-OTHER,NAD83,NA,8,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0801UWB5515,0801UWB5515_C,Webb,6,Herkimer,NA,UNNAMED WATER CENTROID,CENTROID,-74.965301,43.7225,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801UWB5593,0801UWB5593_C,Ohio,6,Herkimer,NA,NORTH LAKE TRACT POND CENTROID,CENTROID,-74.866096,43.569599,INTERPOLATION-OTHER,NAD83,NA,8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0801UWB5614,0801UWB5614_C,Boonville,6,Oneida,NA,CARBONE EASEMENT POND CENTROID,CENTROID,-75.233902,43.473701,INTERPOLATION-OTHER,NAD83,NA,8,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0801WOO0982,0801WOO0982_C,Webb,6,Herkimer,0801-0441,WOODHULL LAKE CENTROID,CENTROID,-74.984703,43.591999,INTERPOLATION-OTHER,NAD83,B(T),8,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902ALL5147,0902ALL5147_C,Parishville,6,St Lawrence,0902-0111,ALLEN FALLS RESERVOIR CENTROID,CENTROID,-74.835098,44.630402,INTERPOLATION-OTHER,NAD83,C,9,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0902ARQ0103A,0902ARQ0103A_C,Hopkinton,6,St Lawrence,0902-0121,ARQUETT POND CENTROID,CENTROID,-74.603798,44.5107,INTERPOLATION-OTHER,NAD83,C(T),9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902BAR0262,0902BAR0262_C,Brighton,5,Franklin,0902-0158,BARNUM POND CENTROID,CENTROID,-74.259499,44.459999,INTERPOLATION-OTHER,NAD83,C(T),9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902BOY0085A,0902BOY0085A_C,Duane,5,Franklin,0902-0107,BOY SCOUT CLEAR POND CENTROID,CENTROID,-74.2854,44.587299,INTERPOLATION-OTHER,NAD83,B,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902CHU0204,0902CHU0204_C,Brighton,5,Franklin,0902-0149,CHURCH POND CENTROID,CENTROID,-74.246902,44.4421,INTERPOLATION-OTHER,NAD83,C,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902DEE0073,0902DEE0073_C,Duane,5,Franklin,0902-0102,DEER RIVER FLOW CENTROID,CENTROID,-74.300796,44.650902,INTERPOLATION-OTHER,NAD83,C(T),9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902EAG0083,0902EAG0083_C,Duane,5,Franklin,0902-0104,EAGLE POND CENTROID,CENTROID,-74.273804,44.668999,INTERPOLATION-OTHER,NAD83,C,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902HOR0078,0902HOR0078_C,Duane,5,Franklin,0902-0104,HORSESHOE POND CENTROID,CENTROID,-74.290604,44.669701,INTERPOLATION-OTHER,NAD83,C,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902LAM5101,0902LAM5101_C,Malone,5,Franklin,0902-0087,LAMICA LAKE CENTROID,CENTROID,-74.305397,44.874401,INTERPOLATION-OTHER,NAD83,C,9,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,2,83  Eastern Great Lakes Lowlands,8.1  MIXED WOOD PLAINS,8  EASTERN TEMPERATE FORESTS
0902LCH0006,0902LCH0006_C,Bellmont,5,Franklin,0902-0056,LOWER CHATEAUGAY LAKE CENTROID,CENTROID,-74.0186,44.819,INTERPOLATION-OTHER,NAD83,B(T),9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902LSA0257A,0902LSA0257A_C,Brighton,5,Franklin,0902-0157,LOWER SAINT REGIS LAKE CENTROID,CENTROID,-74.255898,44.429401,INTERPOLATION-OTHER,NAD83,B,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902MOU0050,0902MOU0050_C,Bellmont,5,Franklin,0902-0030,0902MOU0050_C,CENTROID,-74.1268,44.698898,INTERPOLATION-OTHER,NAD83,B(T),9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902MOU0198,0902MOU0198_C,Brighton,5,Franklin,0902-0147,MOUNTAIN POND CENTROID,CENTROID,-74.274803,44.475102,INTERPOLATION-OTHER,NAD83,C,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902OSG0202,0902OSG0202_C,Brighton,5,Franklin,0902-0148,OSGOOD POND CENTROID,CENTROID,-74.2369,44.451,INTERPOLATION-OTHER,NAD83,AA,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902RIC0178,0902RIC0178_C,Brighton,5,Franklin,0902-0144,RICE LAKE CENTROID,CENTROID,-74.312798,44.508499,INTERPOLATION-OTHER,NAD83,C,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
0902SLU0245,0902SLU0245_C,Brighton,5,Franklin,0902-0008,SLUSH POND CENTROID,CENTROID,-74.315804,44.469799,INTERPOLATION-OTHER,NAD83,C,9,58,Northeastern Highlands,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,New York,2,58  Northeastern Highlands,5.3  ATLANTIC HIGHLANDS,5  NORTHERN FORESTS
